单次频率,平均频率
25.00000,25.25700
25.00000,25.25700
25.00000,25.25700
25.00000,25.25700
25.00000,25.25700
25.00000,25.25600
25.00000,25.25600
25.00000,25.25600
25.00000,25.25600
25.00000,25.25600
25.00000,25.25600
25.00000,25.25600
25.00000,25.25600
25.00000,25.25500
25.00000,25.25500
25.00000,25.25500
25.00000,25.25500
25.00000,25.25500
25.00000,25.25500
25.00000,25.25500
25.00000,25.25500
25.00000,25.25400
25.00000,25.25400
25.00000,25.25400
25.00000,25.25400
25.00000,25.25400
25.00000,25.25400
25.00000,25.25400
25.00000,25.25400
25.00000,25.25300
25.00000,25.25300
25.00000,25.25300
25.00000,25.25300
25.00000,25.25300
25.00000,25.25300
25.00000,25.25300
25.00000,25.25300
25.00000,25.25200
25.00000,25.25200
25.00000,25.25200
25.00000,25.25200
25.00000,25.25200
25.00000,25.25200
25.00000,25.25200
25.00000,25.25200
25.00000,25.25200
25.00000,25.25100
25.00000,25.25100
25.00000,25.25100
25.00000,25.25100
25.00000,25.25100
25.00000,25.25100
25.00000,25.25100
25.00000,25.25100
25.00000,25.25000
25.00000,25.25000
25.00000,25.25000
25.00000,25.25000
25.00000,25.25000
25.00000,25.25000
25.00000,25.25000
25.00000,25.25000
25.00000,25.25000
25.00000,25.24900
25.00000,25.24900
25.00000,25.24900
25.00000,25.24900
25.00000,25.24900
25.00000,25.24900
25.00000,25.24900
25.00000,25.24900
25.00000,25.24800
25.00000,25.24800
25.00000,25.24800
25.00000,25.24800
25.00000,25.24800
25.00000,25.24800
25.00000,25.24800
25.00000,25.24800
25.00000,25.24800
25.00000,25.24700
25.00000,25.24700
25.00000,25.24700
25.00000,25.24700
25.00000,25.24700
25.00000,25.24700
25.00000,25.24700
25.00000,25.24700
25.00000,25.24600
25.00000,25.24600
25.00000,25.24600
25.00000,25.24600
25.00000,25.24600
25.00000,25.24600
25.00000,25.24600
25.00000,25.24600
25.00000,25.24600
25.00000,25.24500
25.00000,25.24500
25.00000,25.24500
25.00000,25.24500
25.00000,25.24500
25.00000,25.24500
25.00000,25.24500
25.00000,25.24500
25.00000,25.24500
25.00000,25.24400
25.00000,25.24400
25.00000,25.24400
25.00000,25.24400
25.00000,25.24400
25.00000,25.24400
25.00000,25.24400
25.00000,25.24400
25.00000,25.24400
25.00000,25.24300
25.00000,25.24300
25.00000,25.24300
25.00000,25.24300
25.00000,25.24300
25.00000,25.24300
25.00000,25.24300
25.00000,25.24300
25.00000,25.24200
25.00000,25.24200
25.00000,25.24200
25.00000,25.24200
25.00000,25.24200
25.00000,25.24200
25.00000,25.24200
25.00000,25.24200
25.00000,25.24200
25.00000,25.24100
25.00000,25.24100
25.00000,25.24100
25.00000,25.24100
25.00000,25.24100
25.00000,25.24100
25.00000,25.24100
25.00000,25.24100
25.00000,25.24100
25.00000,25.24100
25.00000,25.24000
25.00000,25.24000
25.00000,25.24000
25.00000,25.24000
25.00000,25.24000
25.00000,25.24000
25.00000,25.24000
25.00000,25.24000
25.00000,25.24000
25.00000,25.23900
25.00000,25.23900
25.00000,25.23900
25.00000,25.23900
25.00000,25.23900
25.00000,25.23900
25.00000,25.23900
25.00000,25.23900
25.00000,25.23900
25.00000,25.23800
25.00000,25.23800
25.00000,25.23800
25.00000,25.23800
25.00000,25.23800
25.00000,25.23800
25.00000,25.23800
25.00000,25.23800
25.00000,25.23800
25.00000,25.23700
25.00000,25.23700
25.00000,25.23700
25.00000,25.23700
25.00000,25.23700
25.00000,25.23700
25.00000,25.23700
25.00000,25.23700
25.00000,25.23700
25.00000,25.23700
25.00000,25.23600
25.00000,25.23600
25.00000,25.23600
25.00000,25.23600
25.00000,25.23600
25.00000,25.23600
25.00000,25.23600
25.00000,25.23600
25.00000,25.23600
25.00000,25.23500
25.00000,25.23500
25.00000,25.23500
25.00000,25.23500
25.00000,25.23500
25.00000,25.23500
25.00000,25.23500
25.00000,25.23500
25.00000,25.23500
25.00000,25.23500
25.00000,25.23400
25.00000,25.23400
25.00000,25.23400
25.00000,25.23400
25.00000,25.23400
25.00000,25.23400
25.00000,25.23400
25.00000,25.23400
25.00000,25.23400
25.00000,25.23300
25.00000,25.23300
25.00000,25.23300
25.00000,25.23300
25.00000,25.23300
25.00000,25.23300
25.00000,25.23300
25.00000,25.23300
25.00000,25.23300
25.00000,25.23300
25.00000,25.23200
25.00000,25.23200
25.00000,25.23200
25.00000,25.23200
25.00000,25.23200
25.00000,25.23200
25.00000,25.23200
25.00000,25.23200
25.00000,25.23200
25.00000,25.23200
25.00000,25.23100
25.00000,25.23100
25.00000,25.23100
25.00000,25.23100
25.00000,25.23100
25.00000,25.23100
25.00000,25.23100
25.00000,25.23100
25.00000,25.23100
25.00000,25.23000
25.00000,25.23000
25.00000,25.23000
25.00000,25.23000
25.00000,25.23000
25.00000,25.23000
25.00000,25.23000
25.00000,25.23000
25.00000,25.23000
25.00000,25.23000
25.00000,25.22900
25.00000,25.22900
25.00000,25.22900
25.00000,25.22900
25.00000,25.22900
25.00000,25.22900
25.00000,25.22900
25.00000,25.22900
25.00000,25.22900
25.00000,25.22900
25.00000,25.22800
25.00000,25.22800
25.00000,25.22800
25.00000,25.22800
25.00000,25.22800
25.00000,25.22800
25.00000,25.22800
25.00000,25.22800
25.00000,25.22800
25.00000,25.22800
25.00000,25.22800
25.00000,25.22700
25.00000,25.22700
25.00000,25.22700
25.00000,25.22700
25.00000,25.22700
25.00000,25.22700
25.00000,25.22700
25.00000,25.22700
25.00000,25.22700
25.00000,25.22700
25.00000,25.22600
25.00000,25.22600
25.00000,25.22600
25.00000,25.22600
25.00000,25.22600
25.00000,25.22600
25.00000,25.22600
25.00000,25.22600
25.00000,25.22600
25.00000,25.22600
25.00000,25.22500
25.00000,25.22500
25.00000,25.22500
25.00000,25.22500
25.00000,25.22500
25.00000,25.22500
25.00000,25.22500
25.00000,25.22500
25.00000,25.22500
25.00000,25.22500
25.00000,25.22500
25.00000,25.22400
25.00000,25.22400
25.00000,25.22400
25.00000,25.22400
25.00000,25.22400
25.00000,25.22400
25.00000,25.22400
25.00000,25.22400
25.00000,25.22400
25.00000,25.22400
25.00000,25.22300
25.00000,25.22300
25.00000,25.22300
25.00000,25.22300
25.00000,25.22300
25.00000,25.22300
25.00000,25.22300
25.00000,25.22300
25.00000,25.22300
25.00000,25.22300
25.00000,25.22300
25.00000,25.22200
25.00000,25.22200
25.00000,25.22200
25.00000,25.22200
25.00000,25.22200
25.00000,25.22200
25.00000,25.22200
25.00000,25.22200
25.00000,25.22200
25.00000,25.22200
25.00000,25.22100
25.00000,25.22100
25.00000,25.22100
25.00000,25.22100
25.00000,25.22100
25.00000,25.22100
25.00000,25.22100
25.00000,25.22100
25.00000,25.22100
25.00000,25.22100
25.00000,25.22100
25.00000,25.22000
25.00000,25.22000
25.00000,25.22000
25.00000,25.22000
25.00000,25.22000
25.00000,25.22000
25.00000,25.22000
25.00000,25.22000
25.00000,25.22000
25.00000,25.22000
25.00000,25.22000
25.00000,25.21900
25.00000,25.21900
25.00000,25.21900
25.00000,25.21900
25.00000,25.21900
25.00000,25.21900
25.00000,25.21900
25.00000,25.21900
25.00000,25.21900
25.00000,25.21900
25.00000,25.21900
25.00000,25.21800
25.00000,25.21800
25.00000,25.21800
25.00000,25.21800
25.00000,25.21800
25.00000,25.21800
25.00000,25.21800
25.00000,25.21800
25.00000,25.21800
5.49500,25.21000
166.66701,25.26800
125.00000,25.30900
125.00000,25.35000
111.11100,25.38600
37.03700,25.39100
25.00000,25.39000
25.00000,25.39000
25.00000,25.39000
25.00000,25.39000
25.00000,25.39000
25.00000,25.39000
25.00000,25.38900
25.00000,25.38900
25.00000,25.38900
25.00000,25.38900
25.00000,25.38900
25.00000,25.38900
25.00000,25.38800
25.00000,25.38800
25.00000,25.38800
25.00000,25.38800
25.00000,25.38800
25.00000,25.38800
25.00000,25.38800
25.00000,25.38700
25.00000,25.38700
25.00000,25.38700
25.00000,25.38700
25.00000,25.38700
25.00000,25.38700
25.00000,25.38600
25.00000,25.38600
25.00000,25.38600
25.00000,25.38600
25.00000,25.38600
25.00000,25.38600
25.00000,25.38500
25.00000,25.38500
25.00000,25.38500
25.00000,25.38500
25.00000,25.38500
25.00000,25.38500
25.00000,25.38500
25.00000,25.38400
25.00000,25.38400
25.00000,25.38400
25.00000,25.38400
25.00000,25.38400
25.00000,25.38400
25.00000,25.38300
25.00000,25.38300
25.00000,25.38300
25.00000,25.38300
25.00000,25.38300
25.00000,25.38300
25.00000,25.38300
25.00000,25.38200
25.00000,25.38200
25.00000,25.38200
25.00000,25.38200
25.00000,25.38200
25.00000,25.38200
25.00000,25.38100
25.00000,25.38100
25.00000,25.38100
25.00000,25.38100
25.00000,25.38100
25.00000,25.38100
25.00000,25.38100
25.00000,25.38000
25.00000,25.38000
25.00000,25.38000
25.00000,25.38000
25.00000,25.38000
25.00000,25.38000
25.00000,25.37900
25.00000,25.37900
25.00000,25.37900
25.00000,25.37900
25.00000,25.37900
25.00000,25.37900
25.00000,25.37900
25.00000,25.37800
25.00000,25.37800
25.00000,25.37800
25.00000,25.37800
25.00000,25.37800
25.00000,25.37800
25.00000,25.37700
25.00000,25.37700
25.00000,25.37700
25.00000,25.37700
25.00000,25.37700
25.00000,25.37700
25.00000,25.37700
25.00000,25.37600
25.00000,25.37600
25.00000,25.37600
25.00000,25.37600
25.00000,25.37600
25.00000,25.37600
25.00000,25.37600
25.00000,25.37500
25.00000,25.37500
25.00000,25.37500
25.00000,25.37500
25.00000,25.37500
25.00000,25.37500
25.00000,25.37500
25.00000,25.37400
25.00000,25.37400
25.00000,25.37400
25.00000,25.37400
25.00000,25.37400
25.00000,25.37400
25.00000,25.37300
25.00000,25.37300
25.00000,25.37300
25.00000,25.37300
25.00000,25.37300
25.00000,25.37300
25.00000,25.37300
25.00000,25.37200
25.00000,25.37200
25.00000,25.37200
25.00000,25.37200
25.00000,25.37200
25.00000,25.37200
25.00000,25.37200
25.00000,25.37100
25.00000,25.37100
25.00000,25.37100
25.00000,25.37100
25.00000,25.37100
25.00000,25.37100
25.00000,25.37100
25.00000,25.37000
25.00000,25.37000
25.00000,25.37000
25.00000,25.37000
25.00000,25.37000
25.00000,25.37000
25.00000,25.37000
25.00000,25.36900
25.00000,25.36900
25.00000,25.36900
25.00000,25.36900
25.00000,25.36900
25.00000,25.36900
25.00000,25.36900
25.00000,25.36800
25.00000,25.36800
25.00000,25.36800
25.00000,25.36800
25.00000,25.36800
25.00000,25.36800
25.00000,25.36800
25.00000,25.36700
25.00000,25.36700
25.00000,25.36700
18.86800,25.36500
37.03700,25.36900
25.00000,25.36900
25.00000,25.36900
25.00000,25.36900
25.00000,25.36900
25.00000,25.36800
25.00000,25.36800
25.00000,25.36800
25.00000,25.36800
25.00000,25.36800
25.00000,25.36800
25.00000,25.36800
25.00000,25.36700
25.00000,25.36700
25.00000,25.36700
25.00000,25.36700
25.00000,25.36700
25.00000,25.36700
25.00000,25.36700
25.00000,25.36600
25.00000,25.36600
25.00000,25.36600
25.00000,25.36600
25.00000,25.36600
25.00000,25.36600
25.00000,25.36600
25.00000,25.36500
25.00000,25.36500
25.00000,25.36500
25.00000,25.36500
25.00000,25.36500
25.00000,25.36500
25.00000,25.36500
25.00000,25.36400
25.00000,25.36400
25.00000,25.36400
25.00000,25.36400
25.00000,25.36400
25.00000,25.36400
25.00000,25.36400
25.00000,25.36300
25.00000,25.36300
25.00000,25.36300
25.00000,25.36300
25.00000,25.36300
25.00000,25.36300
25.00000,25.36300
25.00000,25.36300
25.00000,25.36200
25.00000,25.36200
25.00000,25.36200
25.00000,25.36200
25.00000,25.36200
25.00000,25.36200
25.00000,25.36200
25.00000,25.36100
25.00000,25.36100
25.00000,25.36100
25.00000,25.36100
25.00000,25.36100
25.00000,25.36100
25.00000,25.36100
25.00000,25.36000
25.00000,25.36000
25.00000,25.36000
25.00000,25.36000
25.00000,25.36000
25.00000,25.36000
25.00000,25.36000
25.00000,25.35900
25.00000,25.35900
25.00000,25.35900
25.00000,25.35900
25.00000,25.35900
25.00000,25.35900
25.00000,25.35900
25.00000,25.35900
25.00000,25.35800
25.00000,25.35800
25.00000,25.35800
25.00000,25.35800
25.00000,25.35800
25.00000,25.35800
25.00000,25.35800
25.00000,25.35700
25.00000,25.35700
25.00000,25.35700
25.00000,25.35700
25.00000,25.35700
25.00000,25.35700
25.00000,25.35700
25.00000,25.35700
25.00000,25.35600
25.00000,25.35600
25.00000,25.35600
25.00000,25.35600
25.00000,25.35600
25.00000,25.35600
25.00000,25.35600
25.00000,25.35500
25.00000,25.35500
25.00000,25.35500
25.00000,25.35500
25.00000,25.35500
25.00000,25.35500
25.00000,25.35500
25.00000,25.35500
25.00000,25.35400
25.00000,25.35400
25.00000,25.35400
25.00000,25.35400
25.00000,25.35400
25.00000,25.35400
25.00000,25.35400
25.00000,25.35300
25.00000,25.35300
25.00000,25.35300
25.00000,25.35300
25.00000,25.35300
25.00000,25.35300
25.00000,25.35300
25.00000,25.35300
25.00000,25.35200
25.00000,25.35200
25.00000,25.35200
25.00000,25.35200
25.00000,25.35200
25.00000,25.35200
25.00000,25.35200
25.00000,25.35200
25.00000,25.35100
25.00000,25.35100
25.00000,25.35100
25.00000,25.35100
25.00000,25.35100
25.00000,25.35100
25.00000,25.35100
25.00000,25.35100
25.00000,25.35000
25.00000,25.35000
25.00000,25.35000
25.00000,25.35000
25.00000,25.35000
25.00000,25.35000
25.00000,25.35000
25.00000,25.34900
25.00000,25.34900
25.00000,25.34900
25.00000,25.34900
25.00000,25.34900
25.00000,25.34900
25.00000,25.34900
25.00000,25.34900
25.00000,25.34800
25.00000,25.34800
25.00000,25.34800
25.00000,25.34800
25.00000,25.34800
25.00000,25.34800
25.00000,25.34800
25.00000,25.34800
25.00000,25.34700
25.00000,25.34700
25.00000,25.34700
25.00000,25.34700
25.00000,25.34700
25.00000,25.34700
25.00000,25.34700
25.00000,25.34700
25.00000,25.34600
25.00000,25.34600
25.00000,25.34600
25.00000,25.34600
25.00000,25.34600
25.00000,25.34600
25.00000,25.34600
25.00000,25.34600
25.00000,25.34500
25.00000,25.34500
25.00000,25.34500
25.00000,25.34500
25.00000,25.34500
25.00000,25.34500
25.00000,25.34500
25.00000,25.34500
25.00000,25.34400
25.00000,25.34400
25.00000,25.34400
25.00000,25.34400
25.00000,25.34400
25.00000,25.34400
25.00000,25.34400
25.00000,25.34400
25.00000,25.34300
25.00000,25.34300
25.00000,25.34300
25.00000,25.34300
25.00000,25.34300
25.00000,25.34300
25.00000,25.34300
25.00000,25.34300
25.00000,25.34200
25.00000,25.34200
25.00000,25.34200
25.00000,25.34200
25.00000,25.34200
25.00000,25.34200
25.00000,25.34200
25.00000,25.34200
25.00000,25.34100
25.00000,25.34100
25.00000,25.34100
25.00000,25.34100
25.00000,25.34100
25.00000,25.34100
25.00000,25.34100
25.00000,25.34100
25.00000,25.34000
25.00000,25.34000
25.00000,25.34000
25.00000,25.34000
25.00000,25.34000
25.00000,25.34000
25.00000,25.34000
25.00000,25.34000
25.00000,25.34000
25.00000,25.33900
25.00000,25.33900
25.00000,25.33900
25.00000,25.33900
25.00000,25.33900
25.00000,25.33900
25.00000,25.33900
25.00000,25.33900
25.00000,25.33800
25.00000,25.33800
25.00000,25.33800
25.00000,25.33800
25.00000,25.33800
25.00000,25.33800
25.00000,25.33800
25.00000,25.33800
25.00000,25.33700
25.00000,25.33700
25.00000,25.33700
25.00000,25.33700
25.00000,25.33700
25.00000,25.33700
25.00000,25.33700
25.00000,25.33700
25.00000,25.33700
25.00000,25.33600
25.00000,25.33600
25.00000,25.33600
25.00000,25.33600
25.00000,25.33600
25.00000,25.33600
25.00000,25.33600
25.00000,25.33600
25.00000,25.33500
25.00000,25.33500
25.00000,25.33500
25.00000,25.33500
25.00000,25.33500
25.00000,25.33500
25.00000,25.33500
25.00000,25.33500
25.00000,25.33500
25.00000,25.33400
25.00000,25.33400
25.00000,25.33400
25.00000,25.33400
25.00000,25.33400
25.00000,25.33400
25.00000,25.33400
25.00000,25.33400
25.00000,25.33300
25.00000,25.33300
25.00000,25.33300
25.00000,25.33300
25.00000,25.33300
25.00000,25.33300
25.00000,25.33300
25.00000,25.33300
25.00000,25.33300
25.00000,25.33200
25.00000,25.33200
25.00000,25.33200
25.00000,25.33200
25.00000,25.33200
25.00000,25.33200
25.00000,25.33200
25.00000,25.33200
25.00000,25.33100
25.00000,25.33100
25.00000,25.33100
25.00000,25.33100
25.00000,25.33100
25.00000,25.33100
25.00000,25.33100
25.00000,25.33100
25.00000,25.33100
25.00000,25.33000
25.00000,25.33000
25.00000,25.33000
25.00000,25.33000
25.00000,25.33000
25.00000,25.33000
25.00000,25.33000
25.00000,25.33000
25.00000,25.33000
25.00000,25.32900
25.00000,25.32900
25.00000,25.32900
25.00000,25.32900
25.00000,25.32900
25.00000,25.32900
25.00000,25.32900
25.00000,25.32900
25.00000,25.32900
25.00000,25.32800
25.00000,25.32800
25.00000,25.32800
25.00000,25.32800
25.00000,25.32800
25.00000,25.32800
25.00000,25.32800
25.00000,25.32800
25.00000,25.32700
25.00000,25.32700
25.00000,25.32700
25.00000,25.32700
25.00000,25.32700
25.00000,25.32700
25.00000,25.32700
25.00000,25.32700
25.00000,25.32700
25.00000,25.32600
25.00000,25.32600
25.00000,25.32600
25.00000,25.32600
25.00000,25.32600
25.00000,25.32600
25.00000,25.32600
25.00000,25.32600
25.00000,25.32600
25.00000,25.32500
25.00000,25.32500
25.00000,25.32500
25.00000,25.32500
25.00000,25.32500
25.00000,25.32500
25.00000,25.32500
25.00000,25.32500
25.00000,25.32500
25.00000,25.32400
25.00000,25.32400
25.00000,25.32400
25.00000,25.32400
25.00000,25.32400
25.00000,25.32400
25.00000,25.32400
25.00000,25.32400
25.00000,25.32400
25.00000,25.32300
25.00000,25.32300
25.00000,25.32300
25.00000,25.32300
25.00000,25.32300
25.00000,25.32300
25.00000,25.32300
25.00000,25.32300
25.00000,25.32300
25.00000,25.32300
25.00000,25.32200
25.00000,25.32200
25.00000,25.32200
25.00000,25.32200
25.00000,25.32200
25.00000,25.32200
25.00000,25.32200
25.00000,25.32200
25.00000,25.32200
25.00000,25.32100
25.00000,25.32100
25.00000,25.32100
25.00000,25.32100
25.00000,25.32100
25.00000,25.32100
25.00000,25.32100
25.00000,25.32100
25.00000,25.32100
25.00000,25.32000
25.00000,25.32000
25.00000,25.32000
25.00000,25.32000
25.00000,25.32000
25.00000,25.32000
25.00000,25.32000
25.00000,25.32000
25.00000,25.32000
25.00000,25.31900
25.00000,25.31900
25.00000,25.31900
25.00000,25.31900
25.00000,25.31900
25.00000,25.31900
25.00000,25.31900
25.00000,25.31900
25.00000,25.31900
25.00000,25.31900
25.00000,25.31800
25.00000,25.31800
25.00000,25.31800
25.00000,25.31800
25.00000,25.31800
25.00000,25.31800
25.00000,25.31800
25.00000,25.31800
25.00000,25.31800
25.00000,25.31700
25.00000,25.31700
25.00000,25.31700
25.00000,25.31700
25.00000,25.31700
25.00000,25.31700
25.00000,25.31700
25.00000,25.31700
25.00000,25.31700
25.00000,25.31700
25.00000,25.31600
25.00000,25.31600
25.00000,25.31600
25.00000,25.31600
25.00000,25.31600
25.00000,25.31600
25.00000,25.31600
25.00000,25.31600
25.00000,25.31600
25.00000,25.31500
25.00000,25.31500
25.00000,25.31500
25.00000,25.31500
25.00000,25.31500
25.00000,25.31500
25.00000,25.31500
25.00000,25.31500
25.00000,25.31500
25.00000,25.31500
25.00000,25.31400
25.00000,25.31400
25.00000,25.31400
25.00000,25.31400
25.00000,25.31400
25.00000,25.31400
25.00000,25.31400
25.00000,25.31400
25.00000,25.31400
25.00000,25.31300
25.00000,25.31300
25.00000,25.31300
25.00000,25.31300
25.00000,25.31300
25.00000,25.31300
25.00000,25.31300
25.00000,25.31300
25.00000,25.31300
25.00000,25.31300
25.00000,25.31200
25.00000,25.31200
25.00000,25.31200
25.00000,25.31200
25.00000,25.31200
25.00000,25.31200
25.00000,25.31200
25.00000,25.31200
25.00000,25.31200
25.00000,25.31200
25.00000,25.31100
25.00000,25.31100
25.00000,25.31100
25.00000,25.31100
25.00000,25.31100
25.00000,25.31100
25.00000,25.31100
25.00000,25.31100
25.00000,25.31100
25.00000,25.31100
25.00000,25.31000
25.00000,25.31000
25.00000,25.31000
