单次频率,平均频率
25.00000,25.31000
25.00000,25.31000
25.00000,25.31000
25.00000,25.31000
25.00000,25.31000
25.00000,25.31000
25.00000,25.31000
25.00000,25.30900
25.00000,25.30900
25.00000,25.30900
25.00000,25.30900
25.00000,25.30900
25.00000,25.30900
25.00000,25.30900
25.00000,25.30900
25.00000,25.30900
25.00000,25.30900
25.00000,25.30800
25.00000,25.30800
25.00000,25.30800
25.00000,25.30800
25.00000,25.30800
25.00000,25.30800
25.00000,25.30800
25.00000,25.30800
25.00000,25.30800
25.00000,25.30800
25.00000,25.30700
25.00000,25.30700
25.00000,25.30700
25.00000,25.30700
25.00000,25.30700
25.00000,25.30700
25.00000,25.30700
25.00000,25.30700
25.00000,25.30700
25.00000,25.30700
25.00000,25.30600
25.00000,25.30600
25.00000,25.30600
25.00000,25.30600
25.00000,25.30600
25.00000,25.30600
25.00000,25.30600
25.00000,25.30600
25.00000,25.30600
25.00000,25.30600
25.00000,25.30500
25.00000,25.30500
25.00000,25.30500
25.00000,25.30500
25.00000,25.30500
25.00000,25.30500
25.00000,25.30500
25.00000,25.30500
25.00000,25.30500
25.00000,25.30500
25.00000,25.30400
25.00000,25.30400
25.00000,25.30400
25.00000,25.30400
25.00000,25.30400
25.00000,25.30400
25.00000,25.30400
25.00000,25.30400
25.00000,25.30400
25.00000,25.30400
25.00000,25.30300
25.00000,25.30300
25.00000,25.30300
25.00000,25.30300
25.00000,25.30300
25.00000,25.30300
25.00000,25.30300
25.00000,25.30300
25.00000,25.30300
25.00000,25.30300
25.00000,25.30300
25.00000,25.30200
25.00000,25.30200
25.00000,25.30200
25.00000,25.30200
25.00000,25.30200
25.00000,25.30200
25.00000,25.30200
25.00000,25.30200
25.00000,25.30200
25.00000,25.30200
25.00000,25.30100
25.00000,25.30100
25.00000,25.30100
25.00000,25.30100
25.00000,25.30100
25.00000,25.30100
25.00000,25.30100
25.00000,25.30100
25.00000,25.30100
25.00000,25.30100
25.00000,25.30100
25.00000,25.30000
25.00000,25.30000
25.00000,25.30000
25.00000,25.30000
25.00000,25.30000
25.00000,25.30000
25.00000,25.30000
25.00000,25.30000
25.00000,25.30000
25.00000,25.30000
25.00000,25.29900
25.00000,25.29900
25.00000,25.29900
25.00000,25.29900
25.00000,25.29900
25.00000,25.29900
25.00000,25.29900
25.00000,25.29900
25.00000,25.29900
25.00000,25.29900
25.00000,25.29900
25.00000,25.29800
25.00000,25.29800
25.00000,25.29800
25.00000,25.29800
25.00000,25.29800
25.00000,25.29800
25.00000,25.29800
25.00000,25.29800
25.00000,25.29800
25.00000,25.29800
25.00000,25.29800
25.00000,25.29700
25.00000,25.29700
25.00000,25.29700
25.00000,25.29700
25.00000,25.29700
25.00000,25.29700
25.00000,25.29700
25.00000,25.29700
25.00000,25.29700
25.00000,25.29700
25.00000,25.29700
25.00000,25.29600
25.00000,25.29600
25.00000,25.29600
25.00000,25.29600
25.00000,25.29600
25.00000,25.29600
25.00000,25.29600
25.00000,25.29600
25.00000,25.29600
25.00000,25.29600
25.00000,25.29500
25.00000,25.29500
25.00000,25.29500
25.00000,25.29500
25.00000,25.29500
25.00000,25.29500
25.00000,25.29500
25.00000,25.29500
25.00000,25.29500
25.00000,25.29500
25.00000,25.29500
25.00000,25.29400
25.00000,25.29400
25.00000,25.29400
25.00000,25.29400
25.00000,25.29400
25.00000,25.29400
25.00000,25.29400
25.00000,25.29400
25.00000,25.29400
25.00000,25.29400
25.00000,25.29400
25.00000,25.29300
25.00000,25.29300
25.00000,25.29300
25.00000,25.29300
25.00000,25.29300
25.00000,25.29300
25.00000,25.29300
25.00000,25.29300
25.00000,25.29300
25.00000,25.29300
25.00000,25.29300
25.00000,25.29200
25.00000,25.29200
25.00000,25.29200
25.00000,25.29200
25.00000,25.29200
25.00000,25.29200
25.00000,25.29200
25.00000,25.29200
25.00000,25.29200
25.00000,25.29200
25.00000,25.29200
25.00000,25.29200
25.00000,25.29100
25.00000,25.29100
25.00000,25.29100
25.00000,25.29100
25.00000,25.29100
25.00000,25.29100
25.00000,25.29100
25.00000,25.29100
25.00000,25.29100
25.00000,25.29100
25.00000,25.29100
25.00000,25.29000
25.00000,25.29000
25.00000,25.29000
25.00000,25.29000
25.00000,25.29000
25.00000,25.29000
25.00000,25.29000
25.00000,25.29000
25.00000,25.29000
25.00000,25.29000
25.00000,25.29000
25.00000,25.28900
25.00000,25.28900
25.00000,25.28900
25.00000,25.28900
25.00000,25.28900
25.00000,25.28900
25.00000,25.28900
25.00000,25.28900
25.00000,25.28900
25.00000,25.28900
25.00000,25.28900
25.00000,25.28900
25.00000,25.28800
25.00000,25.28800
25.00000,25.28800
25.00000,25.28800
25.00000,25.28800
25.00000,25.28800
25.00000,25.28800
25.00000,25.28800
25.00000,25.28800
25.00000,25.28800
25.00000,25.28800
25.00000,25.28700
25.00000,25.28700
25.00000,25.28700
25.00000,25.28700
25.00000,25.28700
25.00000,25.28700
25.00000,25.28700
25.00000,25.28700
25.00000,25.28700
25.00000,25.28700
25.00000,25.28700
25.00000,25.28700
25.00000,25.28600
25.00000,25.28600
25.00000,25.28600
25.00000,25.28600
25.00000,25.28600
25.00000,25.28600
25.00000,25.28600
25.00000,25.28600
25.00000,25.28600
25.00000,25.28600
25.00000,25.28600
25.00000,25.28500
25.00000,25.28500
25.00000,25.28500
25.00000,25.28500
25.00000,25.28500
25.00000,25.28500
25.00000,25.28500
25.00000,25.28500
25.00000,25.28500
25.00000,25.28500
25.00000,25.28500
25.00000,25.28500
25.00000,25.28400
25.00000,25.28400
25.00000,25.28400
25.00000,25.28400
25.00000,25.28400
25.00000,25.28400
25.00000,25.28400
25.00000,25.28400
25.00000,25.28400
25.00000,25.28400
25.00000,25.28400
25.00000,25.28400
25.00000,25.28300
25.00000,25.28300
25.00000,25.28300
25.00000,25.28300
25.00000,25.28300
25.00000,25.28300
25.00000,25.28300
25.00000,25.28300
25.00000,25.28300
25.00000,25.28300
25.00000,25.28300
25.00000,25.28300
25.00000,25.28200
25.00000,25.28200
25.00000,25.28200
25.00000,25.28200
25.00000,25.28200
25.00000,25.28200
25.00000,25.28200
25.00000,25.28200
25.00000,25.28200
25.00000,25.28200
25.00000,25.28200
25.00000,25.28200
25.00000,25.28100
25.00000,25.28100
25.00000,25.28100
25.00000,25.28100
25.00000,25.28100
25.00000,25.28100
25.00000,25.28100
25.00000,25.28100
25.00000,25.28100
25.00000,25.28100
25.00000,25.28100
25.00000,25.28100
25.00000,25.28000
25.00000,25.28000
25.00000,25.28000
25.00000,25.28000
25.00000,25.28000
25.00000,25.28000
25.00000,25.28000
25.00000,25.28000
25.00000,25.28000
25.00000,25.28000
25.00000,25.28000
25.00000,25.28000
25.00000,25.27900
25.00000,25.27900
25.00000,25.27900
25.00000,25.27900
25.00000,25.27900
25.00000,25.27900
25.00000,25.27900
25.00000,25.27900
25.00000,25.27900
25.00000,25.27900
25.00000,25.27900
25.00000,25.27900
25.00000,25.27800
25.00000,25.27800
25.00000,25.27800
25.00000,25.27800
25.00000,25.27800
25.00000,25.27800
25.00000,25.27800
25.00000,25.27800
25.00000,25.27800
25.00000,25.27800
25.00000,25.27800
25.00000,25.27800
25.00000,25.27800
25.00000,25.27700
25.00000,25.27700
25.00000,25.27700
25.00000,25.27700
25.00000,25.27700
25.00000,25.27700
25.00000,25.27700
25.00000,25.27700
25.00000,25.27700
25.00000,25.27700
25.00000,25.27700
25.00000,25.27700
25.00000,25.27600
25.00000,25.27600
25.00000,25.27600
25.00000,25.27600
25.00000,25.27600
25.00000,25.27600
25.00000,25.27600
25.00000,25.27600
25.00000,25.27600
25.00000,25.27600
25.00000,25.27600
25.00000,25.27600
25.00000,25.27500
25.00000,25.27500
25.00000,25.27500
25.00000,25.27500
25.00000,25.27500
25.00000,25.27500
25.00000,25.27500
25.00000,25.27500
25.00000,25.27500
25.00000,25.27500
25.00000,25.27500
25.00000,25.27500
25.00000,25.27500
25.00000,25.27400
25.00000,25.27400
25.00000,25.27400
25.00000,25.27400
25.00000,25.27400
25.00000,25.27400
25.00000,25.27400
25.00000,25.27400
25.00000,25.27400
25.00000,25.27400
25.00000,25.27400
25.00000,25.27400
25.00000,25.27400
25.00000,25.27300
25.00000,25.27300
25.00000,25.27300
25.00000,25.27300
25.00000,25.27300
25.00000,25.27300
25.00000,25.27300
25.00000,25.27300
25.00000,25.27300
25.00000,25.27300
25.00000,25.27300
25.00000,25.27300
25.00000,25.27300
25.00000,25.27200
25.00000,25.27200
25.00000,25.27200
25.00000,25.27200
25.00000,25.27200
25.00000,25.27200
25.00000,25.27200
25.00000,25.27200
25.00000,25.27200
25.00000,25.27200
25.00000,25.27200
25.00000,25.27200
25.00000,25.27100
25.00000,25.27100
25.00000,25.27100
25.00000,25.27100
25.00000,25.27100
25.00000,25.27100
25.00000,25.27100
25.00000,25.27100
25.00000,25.27100
25.00000,25.27100
25.00000,25.27100
25.00000,25.27100
25.00000,25.27100
25.00000,25.27000
25.00000,25.27000
25.00000,25.27000
25.00000,25.27000
25.00000,25.27000
25.00000,25.27000
25.00000,25.27000
25.00000,25.27000
25.00000,25.27000
25.00000,25.27000
25.00000,25.27000
25.00000,25.27000
25.00000,25.27000
25.00000,25.26900
25.00000,25.26900
25.00000,25.26900
25.00000,25.26900
25.00000,25.26900
25.00000,25.26900
25.00000,25.26900
25.00000,25.26900
25.00000,25.26900
25.00000,25.26900
25.00000,25.26900
25.00000,25.26900
25.00000,25.26900
25.00000,25.26900
25.00000,25.26800
25.00000,25.26800
25.00000,25.26800
25.00000,25.26800
25.00000,25.26800
25.00000,25.26800
25.00000,25.26800
25.00000,25.26800
25.00000,25.26800
25.00000,25.26800
25.00000,25.26800
25.00000,25.26800
25.00000,25.26800
25.00000,25.26700
25.00000,25.26700
25.00000,25.26700
25.00000,25.26700
25.00000,25.26700
25.00000,25.26700
25.00000,25.26700
25.00000,25.26700
25.00000,25.26700
25.00000,25.26700
25.00000,25.26700
25.00000,25.26700
25.00000,25.26700
25.00000,25.26600
25.00000,25.26600
25.00000,25.26600
25.00000,25.26600
25.00000,25.26600
25.00000,25.26600
25.00000,25.26600
25.00000,25.26600
25.00000,25.26600
25.00000,25.26600
25.00000,25.26600
25.00000,25.26600
25.00000,25.26600
25.00000,25.26600
25.00000,25.26500
25.00000,25.26500
25.00000,25.26500
25.00000,25.26500
25.00000,25.26500
25.00000,25.26500
25.00000,25.26500
25.00000,25.26500
25.00000,25.26500
25.00000,25.26500
25.00000,25.26500
25.00000,25.26500
25.00000,25.26500
25.00000,25.26400
25.00000,25.26400
25.00000,25.26400
25.00000,25.26400
25.00000,25.26400
25.00000,25.26400
25.00000,25.26400
25.00000,25.26400
25.00000,25.26400
25.00000,25.26400
25.00000,25.26400
25.00000,25.26400
25.00000,25.26400
25.00000,25.26400
25.00000,25.26300
25.00000,25.26300
25.00000,25.26300
25.00000,25.26300
25.00000,25.26300
25.00000,25.26300
25.00000,25.26300
25.00000,25.26300
25.00000,25.26300
25.00000,25.26300
25.00000,25.26300
25.00000,25.26300
25.00000,25.26300
25.00000,25.26300
25.00000,25.26200
25.00000,25.26200
25.00000,25.26200
25.00000,25.26200
25.00000,25.26200
25.00000,25.26200
25.00000,25.26200
25.00000,25.26200
25.00000,25.26200
25.00000,25.26200
25.00000,25.26200
25.00000,25.26200
25.00000,25.26200
25.00000,25.26200
25.00000,25.26100
25.00000,25.26100
25.00000,25.26100
25.00000,25.26100
25.00000,25.26100
25.00000,25.26100
25.00000,25.26100
25.00000,25.26100
25.00000,25.26100
25.00000,25.26100
25.00000,25.26100
25.00000,25.26100
25.00000,25.26100
25.00000,25.26100
25.00000,25.26000
25.00000,25.26000
25.00000,25.26000
25.00000,25.26000
25.00000,25.26000
25.00000,25.26000
25.00000,25.26000
25.00000,25.26000
25.00000,25.26000
25.00000,25.26000
25.00000,25.26000
25.00000,25.26000
25.00000,25.26000
25.00000,25.26000
25.00000,25.25900
25.00000,25.25900
25.00000,25.25900
25.00000,25.25900
25.00000,25.25900
25.00000,25.25900
25.00000,25.25900
25.00000,25.25900
25.00000,25.25900
25.00000,25.25900
25.00000,25.25900
25.00000,25.25900
25.00000,25.25900
25.00000,25.25900
25.00000,25.25800
25.00000,25.25800
25.00000,25.25800
25.00000,25.25800
25.00000,25.25800
25.00000,25.25800
25.00000,25.25800
25.00000,25.25800
25.00000,25.25800
25.00000,25.25800
25.00000,25.25800
25.00000,25.25800
25.00000,25.25800
25.00000,25.25800
25.00000,25.25700
25.00000,25.25700
25.00000,25.25700
25.00000,25.25700
25.00000,25.25700
25.00000,25.25700
25.00000,25.25700
25.00000,25.25700
25.00000,25.25700
25.00000,25.25700
25.00000,25.25700
25.00000,25.25700
25.00000,25.25700
25.00000,25.25700
25.00000,25.25700
25.00000,25.25600
25.00000,25.25600
25.00000,25.25600
25.00000,25.25600
25.00000,25.25600
25.00000,25.25600
25.00000,25.25600
25.00000,25.25600
25.00000,25.25600
25.00000,25.25600
25.00000,25.25600
25.00000,25.25600
25.00000,25.25600
25.00000,25.25600
25.00000,25.25500
25.00000,25.25500
25.00000,25.25500
25.00000,25.25500
25.00000,25.25500
25.00000,25.25500
25.00000,25.25500
25.00000,25.25500
25.00000,25.25500
25.00000,25.25500
25.00000,25.25500
25.00000,25.25500
25.00000,25.25500
25.00000,25.25500
25.00000,25.25500
25.00000,25.25400
25.00000,25.25400
25.00000,25.25400
25.00000,25.25400
25.00000,25.25400
25.00000,25.25400
25.00000,25.25400
25.00000,25.25400
25.00000,25.25400
25.00000,25.25400
25.00000,25.25400
25.00000,25.25400
25.00000,25.25400
25.00000,25.25400
25.00000,25.25400
25.00000,25.25300
25.00000,25.25300
25.00000,25.25300
25.00000,25.25300
4.65100,25.24800
125.00000,25.27400
111.11100,25.29700
111.11100,25.32000
111.11100,25.34300
111.11100,25.36500
47.61900,25.37100
25.00000,25.37100
25.00000,25.37100
25.00000,25.37100
25.00000,25.37100
25.00000,25.37100
25.00000,25.37100
25.00000,25.37100
25.00000,25.37100
25.00000,25.37000
25.00000,25.37000
25.00000,25.37000
25.00000,25.37000
20.83300,25.36900
31.25000,25.37000
25.00000,25.37000
25.00000,25.37000
25.00000,25.37000
25.00000,25.37000
25.00000,25.37000
25.00000,25.37000
25.00000,25.37000
25.00000,25.37000
25.00000,25.37000
25.00000,25.36900
25.00000,25.36900
25.00000,25.36900
25.00000,25.36900
25.00000,25.36900
23.25600,25.36900
27.02700,25.36900
25.00000,25.36900
25.00000,25.36900
25.00000,25.36900
25.00000,25.36900
25.00000,25.36800
25.00000,25.36800
25.00000,25.36800
25.00000,25.36800
25.00000,25.36800
25.00000,25.36800
25.00000,25.36800
25.00000,25.36800
25.00000,25.36800
25.00000,25.36800
23.81000,25.36700
26.31600,25.36700
25.00000,25.36700
25.00000,25.36700
25.00000,25.36700
25.00000,25.36700
25.00000,25.36700
25.00000,25.36700
25.00000,25.36700
25.00000,25.36700
25.00000,25.36700
25.00000,25.36700
25.00000,25.36600
25.00000,25.36600
25.00000,25.36600
25.00000,25.36600
25.00000,25.36600
25.00000,25.36600
25.00000,25.36600
25.00000,25.36600
25.00000,25.36600
25.00000,25.36600
25.00000,25.36500
25.00000,25.36500
25.00000,25.36500
25.00000,25.36500
25.00000,25.36500
25.00000,25.36500
25.00000,25.36500
25.00000,25.36500
25.00000,25.36500
25.00000,25.36500
25.00000,25.36500
24.39000,25.36400
25.64100,25.36400
25.00000,25.36400
25.00000,25.36400
25.00000,25.36400
25.00000,25.36400
25.00000,25.36400
25.00000,25.36400
25.00000,25.36400
25.00000,25.36400
25.00000,25.36300
25.00000,25.36300
25.00000,25.36300
25.00000,25.36300
25.00000,25.36300
25.00000,25.36300
25.00000,25.36300
25.00000,25.36300
21.73900,25.36200
29.41200,25.36300
25.00000,25.36300
25.00000,25.36300
25.00000,25.36300
25.00000,25.36300
25.00000,25.36200
25.00000,25.36200
25.00000,25.36200
25.00000,25.36200
25.00000,25.36200
25.00000,25.36200
25.00000,25.36200
25.00000,25.36200
25.00000,25.36200
25.00000,25.36200
21.27700,25.36100
30.30300,25.36200
25.00000,25.36200
25.00000,25.36200
25.00000,25.36200
25.00000,25.36100
25.00000,25.36100
25.00000,25.36100
25.00000,25.36100
25.00000,25.36100
25.00000,25.36100
25.00000,25.36100
25.00000,25.36100
25.00000,25.36100
25.00000,25.36100
25.00000,25.36100
25.00000,25.36000
25.00000,25.36000
25.00000,25.36000
25.00000,25.36000
25.00000,25.36000
25.00000,25.36000
25.00000,25.36000
25.00000,25.36000
25.00000,25.36000
25.00000,25.36000
25.00000,25.36000
25.00000,25.35900
25.00000,25.35900
25.00000,25.35900
25.00000,25.35900
25.00000,25.35900
25.00000,25.35900
25.00000,25.35900
25.00000,25.35900
25.00000,25.35900
25.00000,25.35900
25.00000,25.35900
25.00000,25.35800
25.00000,25.35800
25.00000,25.35800
25.00000,25.35800
25.00000,25.35800
25.00000,25.35800
25.00000,25.35800
25.00000,25.35800
25.00000,25.35800
25.00000,25.35800
25.00000,25.35800
25.00000,25.35700
25.00000,25.35700
25.00000,25.35700
25.00000,25.35700
25.00000,25.35700
25.00000,25.35700
25.00000,25.35700
25.00000,25.35700
25.00000,25.35700
25.00000,25.35700
25.00000,25.35700
25.00000,25.35600
25.00000,25.35600
25.00000,25.35600
25.00000,25.35600
25.00000,25.35600
25.00000,25.35600
25.00000,25.35600
25.00000,25.35600
25.00000,25.35600
25.00000,25.35600
25.00000,25.35600
25.00000,25.35500
25.00000,25.35500
25.00000,25.35500
25.00000,25.35500
25.00000,25.35500
25.00000,25.35500
25.00000,25.35500
25.00000,25.35500
25.00000,25.35500
25.00000,25.35500
25.00000,25.35500
25.00000,25.35400
25.00000,25.35400
25.00000,25.35400
25.00000,25.35400
25.00000,25.35400
25.00000,25.35400
25.00000,25.35400
25.00000,25.35400
25.00000,25.35400
25.00000,25.35400
25.00000,25.35400
25.00000,25.35300
25.00000,25.35300
25.00000,25.35300
25.00000,25.35300
25.00000,25.35300
25.00000,25.35300
25.00000,25.35300
25.00000,25.35300
25.00000,25.35300
25.00000,25.35300
25.00000,25.35300
25.00000,25.35200
25.00000,25.35200
25.00000,25.35200
25.00000,25.35200
25.00000,25.35200
25.00000,25.35200
25.00000,25.35200
25.00000,25.35200
25.00000,25.35200
25.00000,25.35200
25.00000,25.35200
25.00000,25.35200
25.00000,25.35100
25.00000,25.35100
25.00000,25.35100
25.00000,25.35100
25.00000,25.35100
25.00000,25.35100
25.00000,25.35100
25.00000,25.35100
25.00000,25.35100
25.00000,25.35100
25.00000,25.35100
25.00000,25.35000
25.00000,25.35000
25.00000,25.35000
25.00000,25.35000
25.00000,25.35000
25.00000,25.35000
25.00000,25.35000
25.00000,25.35000
25.00000,25.35000
25.00000,25.35000
25.00000,25.35000
25.00000,25.34900
25.00000,25.34900
25.00000,25.34900
25.00000,25.34900
25.00000,25.34900
25.00000,25.34900
25.00000,25.34900
25.00000,25.34900
25.00000,25.34900
25.00000,25.34900
25.00000,25.34900
25.00000,25.34900
25.00000,25.34800
25.00000,25.34800
25.00000,25.34800
25.00000,25.34800
25.00000,25.34800
25.00000,25.34800
25.00000,25.34800
25.00000,25.34800
25.00000,25.34800
25.00000,25.34800
25.00000,25.34800
25.00000,25.34800
25.00000,25.34700
25.00000,25.34700
25.00000,25.34700
25.00000,25.34700
25.00000,25.34700
25.00000,25.34700
25.00000,25.34700
25.00000,25.34700
25.00000,25.34700
25.00000,25.34700
25.00000,25.34700
25.00000,25.34600
25.00000,25.34600
25.00000,25.34600
25.00000,25.34600
25.00000,25.34600
25.00000,25.34600
25.00000,25.34600
25.00000,25.34600
25.00000,25.34600
25.00000,25.34600
25.00000,25.34600
25.00000,25.34600
25.00000,25.34500
25.00000,25.34500
25.00000,25.34500
25.00000,25.34500
25.00000,25.34500
25.00000,25.34500
25.00000,25.34500
25.00000,25.34500
25.00000,25.34500
25.00000,25.34500
25.00000,25.34500
25.00000,25.34500
25.00000,25.34400
25.00000,25.34400
25.00000,25.34400
25.00000,25.34400
25.00000,25.34400
25.00000,25.34400
25.00000,25.34400
25.00000,25.34400
25.00000,25.34400
25.00000,25.34400
25.00000,25.34400
25.00000,25.34400
25.00000,25.34300
25.00000,25.34300
25.00000,25.34300
25.00000,25.34300
25.00000,25.34300
25.00000,25.34300
25.00000,25.34300
